Name	Size	NES	NOM p-value	FDR q-value	Gene Details
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	91.0	1.4666067	0.021229051	0.1803332	
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP	13.0	1.4655427	0.054814816	0.18142691	
KAAB_HEART_ATRIUM_VS_VENTRICLE_UP	218.0	1.4650471	0.002051282	0.18182583	
MOHANKUMAR_TLX1_TARGETS_DN	129.0	1.46475	0.0074786325	0.18189959	
MASSARWEH_TAMOXIFEN_RESISTANCE_DN	187.0	1.4645898	0.003121748	0.1816948	
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN	16.0	1.4645383	0.058739256	0.18135849	
LABBE_WNT3A_TARGETS_UP	97.0	1.4631422	0.01323043	0.18307054	
DELASERNA_MYOD_TARGETS_UP	82.0	1.4626385	0.021664767	0.183514	
ZUCCHI_METASTASIS_DN	35.0	1.4624118	0.03989704	0.18342695	
SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	76.0	1.4622588	0.023728814	0.18324302	
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP	48.0	1.461912	0.037128713	0.18332648	
NUMATA_CSF3_SIGNALING_VIA_STAT3	19.0	1.4616745	0.05248619	0.18329611	
MARCHINI_TRABECTEDIN_RESISTANCE_DN	46.0	1.4612491	0.039702233	0.1835337	
DELYS_THYROID_CANCER_DN	194.0	1.4610789	0.007209063	0.18337081	
HOUSTIS_ROS	29.0	1.4603238	0.045992117	0.18408093	
GRUETZMANN_PANCREATIC_CANCER_UP	304.0	1.4598771	0.0020242915	0.18435167	
NAKAMURA_METASTASIS	36.0	1.4595366	0.05625	0.18447009	
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP	92.0	1.4592433	0.026373627	0.18449531	
LEE_LIVER_CANCER_E2F1_UP	53.0	1.4588982	0.036363635	0.18464361	
LOPEZ_MESOTHELIOMA_SURVIVAL_WORST_VS_BEST_UP	12.0	1.4585432	0.06784661	0.18472713	
SCHRAETS_MLL_TARGETS_UP	32.0	1.4582679	0.052	0.18471323	
ZHANG_TLX_TARGETS_DN	96.0	1.4575192	0.016778523	0.18548325	
ELVIDGE_HYPOXIA_UP	138.0	1.4573468	0.0032051282	0.18531476	
HOWLIN_CITED1_TARGETS_2_UP	13.0	1.4551353	0.074344024	0.18828233	
AUNG_GASTRIC_CANCER	40.0	1.4539338	0.04732254	0.18962762	
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP	30.0	1.4538862	0.052348994	0.18926756	
ONDER_CDH1_TARGETS_1_DN	130.0	1.4537452	0.009564294	0.18903324	
DANG_REGULATED_BY_MYC_DN	228.0	1.4536775	0.0020408162	0.18872268	
BURTON_ADIPOGENESIS_8	78.0	1.4532053	0.024054984	0.18904313	
CAIRO_PML_TARGETS_BOUND_BY_MYC_DN	13.0	1.4530089	0.07560628	0.18893203	
VERHAAK_AML_WITH_NPM1_MUTATED_DN	197.0	1.453002	0.0010362695	0.18851958	
VANLOO_SP3_TARGETS_DN	71.0	1.452816	0.022274327	0.18842833	
BOYLAN_MULTIPLE_MYELOMA_C_D_DN	211.0	1.4523345	0.0010309279	0.18874821	
PHONG_TNF_RESPONSE_VIA_P38_COMPLETE	186.0	1.4521393	0.0031055901	0.18860598	
SASSON_RESPONSE_TO_GONADOTROPHINS_DN	78.0	1.4520531	0.023041476	0.18834944	
GAZIN_EPIGENETIC_SILENCING_BY_KRAS	22.0	1.4516498	0.06575342	0.18854639	
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	205.0	1.4511088	0.010288066	0.18894555	
SHEPARD_CRUSH_AND_BURN_MUTANT_DN	143.0	1.4510772	0.010638298	0.1885735	
KIM_GASTRIC_CANCER_CHEMOSENSITIVITY	74.0	1.4504781	0.026528258	0.18910815	
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	312.0	1.4498112	0.0010152285	0.18975383	
OXFORD_RALA_OR_RALB_TARGETS_UP	42.0	1.4491116	0.047204968	0.1903812	
ZWANG_CLASS_2_TRANSIENTLY_INDUCED_BY_EGF	36.0	1.4489943	0.036755387	0.19016778	
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP	130.0	1.4486227	0.013888889	0.19031726	
ONGUSAHA_BRCA1_TARGETS_DN	12.0	1.4485663	0.05873261	0.19000342	
MORI_LARGE_PRE_BII_LYMPHOCYTE_UP	77.0	1.4483516	0.024858758	0.18992758	
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_UP	124.0	1.4482527	0.015053763	0.18969207	
VISALA_AGING_LYMPHOCYTE_DN	15.0	1.4477127	0.069321536	0.19007823	
MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP	22.0	1.4469151	0.058423914	0.19087215	
WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP	19.0	1.4450232	0.05639615	0.1933317	
SERVITJA_LIVER_HNF1A_TARGETS_DN	120.0	1.4437373	0.010729614	0.19498724	
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN	67.0	1.4436831	0.028503563	0.1946772	
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	323.0	1.4413978	0.0020222447	0.19782192	
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP	148.0	1.4412259	0.012765957	0.19767745	
JAEGER_METASTASIS_DN	198.0	1.440828	0.0031055901	0.19781795	
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP	373.0	1.4402983	0.001002004	0.19822298	
ONGUSAHA_BRCA1_TARGETS_UP	13.0	1.4402285	0.08395802	0.19792044	
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_UP	67.0	1.439809	0.03415783	0.19826779	
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN	139.0	1.4393646	0.010548524	0.19854406	
DORSEY_GAB2_TARGETS	26.0	1.4386597	0.06781915	0.19921708	
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_DN	22.0	1.4385601	0.060308557	0.19896717	
SHI_SPARC_TARGETS_DN	11.0	1.4378445	0.08219178	0.1997422	
HINATA_NFKB_TARGETS_KERATINOCYTE_DN	14.0	1.4377253	0.08382353	0.1995312	
CEBALLOS_TARGETS_OF_TP53_AND_MYC_UP	19.0	1.4374582	0.06733524	0.1995318	
QI_HYPOXIA	116.0	1.4364935	0.011802576	0.20057964	
WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1	23.0	1.4363822	0.057771664	0.20035337	
MURAKAMI_UV_RESPONSE_6HR_DN	17.0	1.4361266	0.072150074	0.20036072	
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	46.0	1.4357791	0.04244694	0.20049872	
KYNG_RESPONSE_TO_H2O2	62.0	1.4354029	0.042908225	0.2006453	
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B	438.0	1.4347104	0.0	0.20139611	
ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF	177.0	1.4344001	0.0020855058	0.20152245	
VERHAAK_GLIOBLASTOMA_PRONEURAL	134.0	1.4337251	0.023758098	0.20216593	
RIGGI_EWING_SARCOMA_PROGENITOR_UP	347.0	1.4328951	0.0	0.20304498	
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	42.0	1.4325659	0.04797048	0.20312734	
LABBE_TARGETS_OF_TGFB1_AND_WNT3A_UP	100.0	1.4320256	0.024282562	0.2035779	
CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP	134.0	1.4318514	0.013829787	0.20344341	
FRIDMAN_IMMORTALIZATION_DN	29.0	1.4318142	0.081045754	0.20308551	
LEIN_MIDBRAIN_MARKERS	66.0	1.4311965	0.030409357	0.20362857	
ROSS_AML_WITH_PML_RARA_FUSION	65.0	1.431169	0.022485208	0.2032591	
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	42.0	1.4299505	0.06210393	0.2049509	
HALMOS_CEBPA_TARGETS_DN	41.0	1.429913	0.051660515	0.20461385	
MEISSNER_ES_ICP_WITH_H3K4ME3	22.0	1.4296876	0.08286517	0.20456643	
JAZAG_TGFB1_SIGNALING_UP	89.0	1.4286029	0.024971623	0.2059477	
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	107.0	1.4285835	0.026086956	0.20557116	
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP	115.0	1.4283959	0.027442371	0.20545541	
SASAKI_ADULT_T_CELL_LEUKEMIA	155.0	1.4280291	0.010427529	0.20562837	
LY_AGING_OLD_DN	52.0	1.4279599	0.040963855	0.20532902	
SUMI_HNF4A_TARGETS	19.0	1.4273072	0.070028014	0.20600279	
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	111.0	1.42707	0.019586507	0.20597519	
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP	47.0	1.4268826	0.051620647	0.2058662	
LIM_MAMMARY_LUMINAL_MATURE_UP	97.0	1.4266969	0.019955654	0.20575549	
RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP	59.0	1.4265084	0.04117647	0.2056532	
GROSS_HYPOXIA_VIA_HIF1A_DN	93.0	1.4262247	0.025414364	0.20571458	
HUANG_GATA2_TARGETS_UP	124.0	1.4240127	0.02383532	0.20902023	
STEIN_ESR1_TARGETS	72.0	1.4232026	0.037585422	0.20987326	
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP	170.0	1.4226643	0.009375	0.210414	
KYNG_DNA_DAMAGE_BY_UV	56.0	1.4225261	0.04311377	0.21023078	
ZEMBUTSU_SENSITIVITY_TO_METHOTREXATE	13.0	1.4218938	0.083333336	0.21097323	
TARTE_PLASMA_CELL_VS_PLASMABLAST_DN	273.0	1.4217224	0.002038736	0.21087646	
CHIN_BREAST_CANCER_COPY_NUMBER_UP	20.0	1.4208152	0.07112376	0.21197	
SESTO_RESPONSE_TO_UV_C3	19.0	1.4208009	0.08189655	0.21158203	
ONDER_CDH1_SIGNALING_VIA_CTNNB1	65.0	1.4200884	0.028368793	0.21229383	
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2	36.0	1.4199568	0.063451774	0.212109	
BOYLAN_MULTIPLE_MYELOMA_C_DN	43.0	1.4197558	0.053204354	0.2120149	
LABBE_TGFB1_TARGETS_DN	86.0	1.4173801	0.031215161	0.21557832	
ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN	35.0	1.4172957	0.05822785	0.2153328	
LUI_THYROID_CANCER_PAX8_PPARG_UP	36.0	1.416472	0.056847546	0.21641327	
HUMMERICH_MALIGNANT_SKIN_TUMOR_UP	15.0	1.4163074	0.08933718	0.21625832	
BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP	42.0	1.4162228	0.052760735	0.21597734	
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN	42.0	1.4154992	0.059610706	0.21677133	
ROSS_AML_WITH_MLL_FUSIONS	64.0	1.4150925	0.034772184	0.21706156	
LINDSTEDT_DENDRITIC_CELL_MATURATION_C	57.0	1.4146951	0.04368359	0.2173518	
ZHENG_GLIOBLASTOMA_PLASTICITY_DN	55.0	1.4146707	0.04659498	0.21698807	
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_UP	22.0	1.4143567	0.079622135	0.21721268	
SHEPARD_BMYB_TARGETS	58.0	1.414317	0.049295776	0.21688187	
FERRARI_RESPONSE_TO_FENRETINIDE_UP	16.0	1.4130487	0.06926407	0.21859048	
NELSON_RESPONSE_TO_ANDROGEN_DN	18.0	1.412707	0.08873239	0.21878982	
WANG_NFKB_TARGETS	22.0	1.4122512	0.07763158	0.21919823	
ZHAN_VARIABLE_EARLY_DIFFERENTIATION_GENES_UP	13.0	1.4118322	0.08708709	0.21941875	
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_UP	35.0	1.4117235	0.07751938	0.21920925	
BEIER_GLIOMA_STEM_CELL_DN	46.0	1.4110957	0.06837607	0.21987836	
NIKOLSKY_MUTATED_AND_AMPLIFIED_IN_BREAST_CANCER	68.0	1.4106164	0.053003535	0.2202861	
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	57.0	1.4100145	0.037869822	0.22082971	
DURAND_STROMA_NS_UP	124.0	1.4089612	0.012847966	0.22224271	
FRASOR_RESPONSE_TO_ESTRADIOL_UP	34.0	1.4086609	0.078431375	0.2223457	
FERRANDO_TAL1_NEIGHBORS	16.0	1.4081863	0.08522727	0.2227592	
DAZARD_RESPONSE_TO_UV_SCC_UP	99.0	1.4079928	0.028634362	0.22267124	
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	71.0	1.4078914	0.047945205	0.22244926	
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	73.0	1.4076046	0.039534885	0.2225322	
HUMMEL_BURKITTS_LYMPHOMA_UP	33.0	1.4075563	0.07242694	0.22221595	
DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP	200.0	1.4072875	0.0062111802	0.22233322	
VALK_AML_CLUSTER_15	26.0	1.404265	0.071625344	0.22722626	
SASSON_RESPONSE_TO_FORSKOLIN_DN	79.0	1.4040192	0.038812786	0.22723351	
VALK_AML_CLUSTER_4	20.0	1.402506	0.08357349	0.22936822	
VANASSE_BCL2_TARGETS_DN	60.0	1.4017357	0.053254437	0.23042525	
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_DN	25.0	1.4014932	0.07260274	0.23040766	
INAMURA_LUNG_CANCER_SCC_UP	12.0	1.4006735	0.0873494	0.23132801	
VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP	14.0	1.4003954	0.09425626	0.2314007	
BOYLAN_MULTIPLE_MYELOMA_PCA1_UP	85.0	1.3993522	0.023863636	0.23277102	
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN	16.0	1.3986694	0.08203678	0.23359758	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN	156.0	1.3984132	0.011578947	0.23361887	
BLUM_RESPONSE_TO_SALIRASIB_UP	209.0	1.3974732	0.006147541	0.23480625	
WINTER_HYPOXIA_METAGENE	199.0	1.3950694	0.0124223605	0.23867553	
SUNG_METASTASIS_STROMA_DN	37.0	1.3950251	0.07116105	0.23835336	
RAHMAN_TP53_TARGETS_PHOSPHORYLATED	19.0	1.3949561	0.095375724	0.23806785	
DAUER_STAT3_TARGETS_UP	41.0	1.3942046	0.06382979	0.23903614	
LINDGREN_BLADDER_CANCER_CLUSTER_3_UP	260.0	1.3941935	0.010183299	0.23862821	
LIANG_SILENCED_BY_METHYLATION_UP	26.0	1.3938026	0.0844504	0.23892018	
BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_UP	30.0	1.3929769	0.08277704	0.2399145	
GAVIN_FOXP3_TARGETS_CLUSTER_P6	78.0	1.3927848	0.047565117	0.2398038	
MASSARWEH_TAMOXIFEN_RESISTANCE_UP	430.0	1.3912717	0.001004016	0.24208264	
CLAUS_PGR_POSITIVE_MENINGIOMA_DN	12.0	1.3911835	0.10271903	0.24181949	
HAN_SATB1_TARGETS_DN	345.0	1.3904105	0.002016129	0.2427107	
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP	446.0	1.3898933	0.0	0.24324435	
RICKMAN_HEAD_AND_NECK_CANCER_A	72.0	1.3896327	0.048109967	0.24327654	
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP	16.0	1.3896312	0.0971831	0.24285491	
BLUM_RESPONSE_TO_SALIRASIB_DN	302.0	1.388116	0.005065856	0.24503428	
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP	31.0	1.3878223	0.0794078	0.24512792	
CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE	25.0	1.3863809	0.087248325	0.24724486	
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	32.0	1.3861954	0.07279693	0.24714112	
KYNG_NORMAL_AGING_UP	10.0	1.3861597	0.11827957	0.24676527	
SMITH_TERT_TARGETS_DN	79.0	1.3856426	0.046432614	0.24733093	
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2	250.0	1.3844132	0.0061728396	0.2492304	
SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER	36.0	1.3835667	0.06896552	0.24993846	
APPEL_IMATINIB_RESPONSE	30.0	1.3833956	0.09549072	0.24984579	
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	61.0	-2.199063	0.0	0.0068891486	FAU,RPS9,RBBP6,RPL13A,RPS24,RPS10,EEF1B2,RPL7,GLTSCR2,RPS16,RPL23,RPS23,RPL27A,RPS25,RPL26,RPL13,RPS17,RPS13,C8G,RPL15,RPS7,RPL21,RPL14,RPL5,RPL8,RPL30,RPL7A,RPL4,RPS5,RPL28,GNB2L1,TPT1,RPL24,RPL32,RPS8,RPL36A,RPL29,RPL18A,EEF2,RPS4X,EIF4B
CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_DN	19.0	-2.1868503	0.0	0.00607243	PPP3CA,TMOD1,TNNC2,SOS2,TNNI2,TNNT3,MYOM2,ITPR1,CALM3,MYOZ1,PVALB,ACTN3,MYBPH,MYH4
NIKOLSKY_BREAST_CANCER_7P15_AMPLICON	11.0	-2.0623403	0.0	0.02308792	HOXA11,HOXA7,HOXA3,HOXA2,HOXA5,HOXA6,HOXA4,HOXA1
MIKKELSEN_ES_HCP_WITH_H3K27ME3	27.0	-2.0438232	0.0	0.023545144	HOXA3,PCDHA10,SLITRK3,PRDM8,PCDHB16,NR2F2,ARX,PCDHB14,CACNA1E,TBX5,HOXD8,ALOX12B
TSENG_ADIPOGENIC_POTENTIAL_DN	43.0	-2.0424416	0.0	0.020123292	IL1R1,NRP1,FABP4,RAMP2,NMB,SNAI2,SMS,GAS2,CMBL,CAPN6,ART3,IL6ST,B3GALNT1,GSTT1,FMO1,PPL,EBF3,AOC3,CDKN2C,DKK3
HAHTOLA_MYCOSIS_FUNGOIDES_UP	13.0	-1.8160772	0.011627907	0.21055672	SOD2,STAT1,G0S2,TOP1,YWHAE,MMP9,HIST2H2BE
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	45.0	-1.8099492	0.0057142857	0.1949092	RPS9,RPL35,RPL13A,EEF1B2,RPL37,RPS15,RPS16,RPLP2,RPS23,RPL27A,RPL36,RPS17,RPS13,RPL15,RPL21,RPL14,RPL7A,RPL4,NPM1,RPL28,IMP3,RPL24,RPL32,RPL29,EEF2,EIF4A2
